Pressure_MPA,Temperature_C,Time_min
3.9969387755102037,100.0,10.0
4.10938775510204,100.0,10.0
4.221836734693877,100.0,10.0
4.3342857142857145,100.0,10.0
4.446734693877551,100.0,10.0
4.559183673469388,100.0,10.0
4.671632653061224,100.0,10.0
4.784081632653061,100.0,10.0
4.896530612244898,100.0,10.0
5.008979591836734,100.0,10.0
5.121428571428572,100.0,10.0
5.233877551020408,100.0,10.0
5.346326530612245,100.0,10.0
5.458775510204081,100.0,10.0
5.5712244897959184,100.0,10.0
5.683673469387755,100.0,10.0
5.796122448979592,100.0,10.0
5.908571428571428,100.0,10.0
6.021020408163265,100.0,10.0
6.1334693877551025,100.0,10.0
6.245918367346938,100.0,10.0
6.358367346938776,100.0,10.0
6.470816326530612,100.0,10.0
6.583265306122449,100.0,10.0
6.695714285714286,100.0,10.0
6.808163265306122,100.0,10.0
6.920612244897959,100.0,10.0
7.033061224489796,100.0,10.0
7.145510204081632,100.0,10.0
7.257959183673469,100.0,10.0
7.370408163265306,100.0,10.0
7.482857142857143,100.0,10.0
7.59530612244898,100.0,10.0
7.707755102040816,100.0,10.0
7.820204081632653,100.0,10.0
7.93265306122449,100.0,10.0
8.045102040816326,100.0,10.0
8.157551020408164,100.0,10.0
8.27,100.0,10.0
2.76,101.0204081632653,10.0
2.8724489795918364,101.0204081632653,10.0
2.984897959183673,101.0204081632653,10.0
3.09734693877551,101.0204081632653,10.0
3.209795918367347,101.0204081632653,10.0
3.3222448979591834,101.0204081632653,10.0
3.43469387755102,101.0204081632653,10.0
3.547142857142857,101.0204081632653,10.0
3.659591836734694,101.0204081632653,10.0
3.7720408163265304,101.0204081632653,10.0
3.884489795918367,101.0204081632653,10.0
3.9969387755102037,101.0204081632653,10.0
4.10938775510204,101.0204081632653,10.0
4.221836734693877,101.0204081632653,10.0
4.3342857142857145,101.0204081632653,10.0
4.446734693877551,101.0204081632653,10.0
4.559183673469388,101.0204081632653,10.0
4.671632653061224,101.0204081632653,10.0
4.784081632653061,101.0204081632653,10.0
4.896530612244898,101.0204081632653,10.0
5.008979591836734,101.0204081632653,10.0
5.121428571428572,101.0204081632653,10.0
5.233877551020408,101.0204081632653,10.0
5.346326530612245,101.0204081632653,10.0
5.458775510204081,101.0204081632653,10.0
5.5712244897959184,101.0204081632653,10.0
5.683673469387755,101.0204081632653,10.0
5.796122448979592,101.0204081632653,10.0
5.908571428571428,101.0204081632653,10.0
6.021020408163265,101.0204081632653,10.0
6.1334693877551025,101.0204081632653,10.0
6.245918367346938,101.0204081632653,10.0
6.358367346938776,101.0204081632653,10.0
6.470816326530612,101.0204081632653,10.0
6.583265306122449,101.0204081632653,10.0
6.695714285714286,101.0204081632653,10.0
6.808163265306122,101.0204081632653,10.0
6.920612244897959,101.0204081632653,10.0
7.033061224489796,101.0204081632653,10.0
7.145510204081632,101.0204081632653,10.0
7.257959183673469,101.0204081632653,10.0
7.370408163265306,101.0204081632653,10.0
7.482857142857143,101.0204081632653,10.0
7.59530612244898,101.0204081632653,10.0
7.707755102040816,101.0204081632653,10.0
7.820204081632653,101.0204081632653,10.0
7.93265306122449,101.0204081632653,10.0
8.045102040816326,101.0204081632653,10.0
8.157551020408164,101.0204081632653,10.0
8.27,101.0204081632653,10.0
2.76,102.04081632653062,10.0
2.8724489795918364,102.04081632653062,10.0
2.984897959183673,102.04081632653062,10.0
3.09734693877551,102.04081632653062,10.0
3.209795918367347,102.04081632653062,10.0
3.3222448979591834,102.04081632653062,10.0
3.43469387755102,102.04081632653062,10.0
3.547142857142857,102.04081632653062,10.0
3.659591836734694,102.04081632653062,10.0
3.7720408163265304,102.04081632653062,10.0
3.884489795918367,102.04081632653062,10.0
3.9969387755102037,102.04081632653062,10.0
4.10938775510204,102.04081632653062,10.0
4.221836734693877,102.04081632653062,10.0
4.3342857142857145,102.04081632653062,10.0
4.446734693877551,102.04081632653062,10.0
4.559183673469388,102.04081632653062,10.0
4.671632653061224,102.04081632653062,10.0
4.784081632653061,102.04081632653062,10.0
4.896530612244898,102.04081632653062,10.0
5.008979591836734,102.04081632653062,10.0
5.121428571428572,102.04081632653062,10.0
5.233877551020408,102.04081632653062,10.0
5.346326530612245,102.04081632653062,10.0
5.458775510204081,102.04081632653062,10.0
5.5712244897959184,102.04081632653062,10.0
5.683673469387755,102.04081632653062,10.0
5.796122448979592,102.04081632653062,10.0
5.908571428571428,102.04081632653062,10.0
6.021020408163265,102.04081632653062,10.0
6.1334693877551025,102.04081632653062,10.0
6.245918367346938,102.04081632653062,10.0
6.358367346938776,102.04081632653062,10.0
6.470816326530612,102.04081632653062,10.0
6.583265306122449,102.04081632653062,10.0
6.695714285714286,102.04081632653062,10.0
6.808163265306122,102.04081632653062,10.0
6.920612244897959,102.04081632653062,10.0
7.033061224489796,102.04081632653062,10.0
7.145510204081632,102.04081632653062,10.0
7.257959183673469,102.04081632653062,10.0
7.370408163265306,102.04081632653062,10.0
7.482857142857143,102.04081632653062,10.0
7.59530612244898,102.04081632653062,10.0
7.707755102040816,102.04081632653062,10.0
7.820204081632653,102.04081632653062,10.0
7.93265306122449,102.04081632653062,10.0
8.045102040816326,102.04081632653062,10.0
8.157551020408164,102.04081632653062,10.0
8.27,102.04081632653062,10.0
2.76,103.06122448979592,10.0
2.8724489795918364,103.06122448979592,10.0
2.984897959183673,103.06122448979592,10.0
3.09734693877551,103.06122448979592,10.0
3.209795918367347,103.06122448979592,10.0
3.3222448979591834,103.06122448979592,10.0
3.43469387755102,103.06122448979592,10.0
3.547142857142857,103.06122448979592,10.0
3.659591836734694,103.06122448979592,10.0
3.7720408163265304,103.06122448979592,10.0
3.884489795918367,103.06122448979592,10.0
3.9969387755102037,103.06122448979592,10.0
4.10938775510204,103.06122448979592,10.0
4.221836734693877,103.06122448979592,10.0
4.3342857142857145,103.06122448979592,10.0
4.446734693877551,103.06122448979592,10.0
4.559183673469388,103.06122448979592,10.0
4.671632653061224,103.06122448979592,10.0
4.784081632653061,103.06122448979592,10.0
4.896530612244898,103.06122448979592,10.0
5.008979591836734,103.06122448979592,10.0
5.121428571428572,103.06122448979592,10.0
5.233877551020408,103.06122448979592,10.0
5.346326530612245,103.06122448979592,10.0
5.458775510204081,103.06122448979592,10.0
5.5712244897959184,103.06122448979592,10.0
5.683673469387755,103.06122448979592,10.0
5.796122448979592,103.06122448979592,10.0
5.908571428571428,103.06122448979592,10.0
6.021020408163265,103.06122448979592,10.0
6.1334693877551025,103.06122448979592,10.0
6.245918367346938,103.06122448979592,10.0
6.358367346938776,103.06122448979592,10.0
6.470816326530612,103.06122448979592,10.0
6.583265306122449,103.06122448979592,10.0
6.695714285714286,103.06122448979592,10.0
6.808163265306122,103.06122448979592,10.0
6.920612244897959,103.06122448979592,10.0
7.033061224489796,103.06122448979592,10.0
7.145510204081632,103.06122448979592,10.0
7.257959183673469,103.06122448979592,10.0
7.370408163265306,103.06122448979592,10.0
7.482857142857143,103.06122448979592,10.0
7.59530612244898,103.06122448979592,10.0
7.707755102040816,103.06122448979592,10.0
7.820204081632653,103.06122448979592,10.0
7.93265306122449,103.06122448979592,10.0
8.045102040816326,103.06122448979592,10.0
8.157551020408164,103.06122448979592,10.0
8.27,103.06122448979592,10.0
2.76,104.08163265306122,10.0
2.8724489795918364,104.08163265306122,10.0
2.984897959183673,104.08163265306122,10.0
3.09734693877551,104.08163265306122,10.0
3.209795918367347,104.08163265306122,10.0
3.3222448979591834,104.08163265306122,10.0
3.43469387755102,104.08163265306122,10.0
3.547142857142857,104.08163265306122,10.0
3.659591836734694,104.08163265306122,10.0
3.7720408163265304,104.08163265306122,10.0
3.884489795918367,104.08163265306122,10.0
3.9969387755102037,104.08163265306122,10.0
4.10938775510204,104.08163265306122,10.0
4.221836734693877,104.08163265306122,10.0
4.3342857142857145,104.08163265306122,10.0
4.446734693877551,104.08163265306122,10.0
4.559183673469388,104.08163265306122,10.0
4.671632653061224,104.08163265306122,10.0
4.784081632653061,104.08163265306122,10.0
4.896530612244898,104.08163265306122,10.0
5.008979591836734,104.08163265306122,10.0
5.121428571428572,104.08163265306122,10.0
5.233877551020408,104.08163265306122,10.0
5.346326530612245,104.08163265306122,10.0
5.458775510204081,104.08163265306122,10.0
5.5712244897959184,104.08163265306122,10.0
5.683673469387755,104.08163265306122,10.0
5.796122448979592,104.08163265306122,10.0
5.908571428571428,104.08163265306122,10.0
6.021020408163265,104.08163265306122,10.0
6.1334693877551025,104.08163265306122,10.0
6.245918367346938,104.08163265306122,10.0
6.358367346938776,104.08163265306122,10.0
6.470816326530612,104.08163265306122,10.0
6.583265306122449,104.08163265306122,10.0
6.695714285714286,104.08163265306122,10.0
6.808163265306122,104.08163265306122,10.0
6.920612244897959,104.08163265306122,10.0
7.033061224489796,104.08163265306122,10.0
7.145510204081632,104.08163265306122,10.0
7.257959183673469,104.08163265306122,10.0
7.370408163265306,104.08163265306122,10.0
7.482857142857143,104.08163265306122,10.0
7.59530612244898,104.08163265306122,10.0
7.707755102040816,104.08163265306122,10.0
7.820204081632653,104.08163265306122,10.0
7.93265306122449,104.08163265306122,10.0
8.045102040816326,104.08163265306122,10.0
8.157551020408164,104.08163265306122,10.0
8.27,104.08163265306122,10.0
2.76,105.10204081632654,10.0
2.8724489795918364,105.10204081632654,10.0
2.984897959183673,105.10204081632654,10.0
3.09734693877551,105.10204081632654,10.0
3.209795918367347,105.10204081632654,10.0
3.3222448979591834,105.10204081632654,10.0
3.43469387755102,105.10204081632654,10.0
3.547142857142857,105.10204081632654,10.0
3.659591836734694,105.10204081632654,10.0
3.7720408163265304,105.10204081632654,10.0
3.884489795918367,105.10204081632654,10.0
3.9969387755102037,105.10204081632654,10.0
4.10938775510204,105.10204081632654,10.0
4.221836734693877,105.10204081632654,10.0
4.3342857142857145,105.10204081632654,10.0
4.446734693877551,105.10204081632654,10.0
4.559183673469388,105.10204081632654,10.0
4.671632653061224,105.10204081632654,10.0
4.784081632653061,105.10204081632654,10.0
4.896530612244898,105.10204081632654,10.0
5.008979591836734,105.10204081632654,10.0
5.121428571428572,105.10204081632654,10.0
5.233877551020408,105.10204081632654,10.0
5.346326530612245,105.10204081632654,10.0
5.458775510204081,105.10204081632654,10.0
5.5712244897959184,105.10204081632654,10.0
5.683673469387755,105.10204081632654,10.0
5.796122448979592,105.10204081632654,10.0
5.908571428571428,105.10204081632654,10.0
6.021020408163265,105.10204081632654,10.0
6.1334693877551025,105.10204081632654,10.0
6.245918367346938,105.10204081632654,10.0
6.358367346938776,105.10204081632654,10.0
6.470816326530612,105.10204081632654,10.0
6.583265306122449,105.10204081632654,10.0
6.695714285714286,105.10204081632654,10.0
6.808163265306122,105.10204081632654,10.0
6.920612244897959,105.10204081632654,10.0
7.033061224489796,105.10204081632654,10.0
7.145510204081632,105.10204081632654,10.0
7.257959183673469,105.10204081632654,10.0
7.370408163265306,105.10204081632654,10.0
7.482857142857143,105.10204081632654,10.0
7.59530612244898,105.10204081632654,10.0
7.707755102040816,105.10204081632654,10.0
7.820204081632653,105.10204081632654,10.0
7.93265306122449,105.10204081632654,10.0
8.045102040816326,105.10204081632654,10.0
8.157551020408164,105.10204081632654,10.0
8.27,105.10204081632654,10.0
2.76,106.12244897959184,10.0
2.8724489795918364,106.12244897959184,10.0
2.984897959183673,106.12244897959184,10.0
3.09734693877551,106.12244897959184,10.0
3.209795918367347,106.12244897959184,10.0
3.3222448979591834,106.12244897959184,10.0
3.43469387755102,106.12244897959184,10.0
3.547142857142857,106.12244897959184,10.0
3.659591836734694,106.12244897959184,10.0
3.7720408163265304,106.12244897959184,10.0
3.884489795918367,106.12244897959184,10.0
3.9969387755102037,106.12244897959184,10.0
4.10938775510204,106.12244897959184,10.0
4.221836734693877,106.12244897959184,10.0
4.3342857142857145,106.12244897959184,10.0
4.446734693877551,106.12244897959184,10.0
4.559183673469388,106.12244897959184,10.0
4.671632653061224,106.12244897959184,10.0
4.784081632653061,106.12244897959184,10.0
4.896530612244898,106.12244897959184,10.0
5.008979591836734,106.12244897959184,10.0
5.121428571428572,106.12244897959184,10.0
5.233877551020408,106.12244897959184,10.0
5.346326530612245,106.12244897959184,10.0
5.458775510204081,106.12244897959184,10.0
5.5712244897959184,106.12244897959184,10.0
5.683673469387755,106.12244897959184,10.0
5.796122448979592,106.12244897959184,10.0
5.908571428571428,106.12244897959184,10.0
6.021020408163265,106.12244897959184,10.0
6.1334693877551025,106.12244897959184,10.0
6.245918367346938,106.12244897959184,10.0
6.358367346938776,106.12244897959184,10.0
6.470816326530612,106.12244897959184,10.0
6.583265306122449,106.12244897959184,10.0
6.695714285714286,106.12244897959184,10.0
6.808163265306122,106.12244897959184,10.0
6.920612244897959,106.12244897959184,10.0
7.033061224489796,106.12244897959184,10.0
7.145510204081632,106.12244897959184,10.0
7.257959183673469,106.12244897959184,10.0
7.370408163265306,106.12244897959184,10.0
7.482857142857143,106.12244897959184,10.0
7.59530612244898,106.12244897959184,10.0
7.707755102040816,106.12244897959184,10.0
7.820204081632653,106.12244897959184,10.0
7.93265306122449,106.12244897959184,10.0
8.045102040816326,106.12244897959184,10.0
8.157551020408164,106.12244897959184,10.0
8.27,106.12244897959184,10.0
2.76,107.14285714285714,10.0
2.8724489795918364,107.14285714285714,10.0
2.984897959183673,107.14285714285714,10.0
3.09734693877551,107.14285714285714,10.0
3.209795918367347,107.14285714285714,10.0
3.3222448979591834,107.14285714285714,10.0
3.43469387755102,107.14285714285714,10.0
3.547142857142857,107.14285714285714,10.0
3.659591836734694,107.14285714285714,10.0
3.7720408163265304,107.14285714285714,10.0
3.884489795918367,107.14285714285714,10.0
3.9969387755102037,107.14285714285714,10.0
4.10938775510204,107.14285714285714,10.0
4.221836734693877,107.14285714285714,10.0
4.3342857142857145,107.14285714285714,10.0
4.446734693877551,107.14285714285714,10.0
4.559183673469388,107.14285714285714,10.0
4.671632653061224,107.14285714285714,10.0
4.784081632653061,107.14285714285714,10.0
4.896530612244898,107.14285714285714,10.0
5.008979591836734,107.14285714285714,10.0
5.121428571428572,107.14285714285714,10.0
5.233877551020408,107.14285714285714,10.0
5.346326530612245,107.14285714285714,10.0
5.458775510204081,107.14285714285714,10.0
5.5712244897959184,107.14285714285714,10.0
5.683673469387755,107.14285714285714,10.0
5.796122448979592,107.14285714285714,10.0
5.908571428571428,107.14285714285714,10.0
6.021020408163265,107.14285714285714,10.0
6.1334693877551025,107.14285714285714,10.0
6.245918367346938,107.14285714285714,10.0
6.358367346938776,107.14285714285714,10.0
6.470816326530612,107.14285714285714,10.0
6.583265306122449,107.14285714285714,10.0
6.695714285714286,107.14285714285714,10.0
6.808163265306122,107.14285714285714,10.0
6.920612244897959,107.14285714285714,10.0
7.033061224489796,107.14285714285714,10.0
7.145510204081632,107.14285714285714,10.0
7.257959183673469,107.14285714285714,10.0
7.370408163265306,107.14285714285714,10.0
7.482857142857143,107.14285714285714,10.0
7.59530612244898,107.14285714285714,10.0
7.707755102040816,107.14285714285714,10.0
7.820204081632653,107.14285714285714,10.0
7.93265306122449,107.14285714285714,10.0
8.045102040816326,107.14285714285714,10.0
8.157551020408164,107.14285714285714,10.0
8.27,107.14285714285714,10.0
2.76,108.16326530612245,10.0
2.8724489795918364,108.16326530612245,10.0
2.984897959183673,108.16326530612245,10.0
3.09734693877551,108.16326530612245,10.0
3.209795918367347,108.16326530612245,10.0
3.3222448979591834,108.16326530612245,10.0
3.43469387755102,108.16326530612245,10.0
3.547142857142857,108.16326530612245,10.0
3.659591836734694,108.16326530612245,10.0
3.7720408163265304,108.16326530612245,10.0
3.884489795918367,108.16326530612245,10.0
3.9969387755102037,108.16326530612245,10.0
4.10938775510204,108.16326530612245,10.0
4.221836734693877,108.16326530612245,10.0
4.3342857142857145,108.16326530612245,10.0
4.446734693877551,108.16326530612245,10.0
4.559183673469388,108.16326530612245,10.0
4.671632653061224,108.16326530612245,10.0
4.784081632653061,108.16326530612245,10.0
4.896530612244898,108.16326530612245,10.0
5.008979591836734,108.16326530612245,10.0
5.121428571428572,108.16326530612245,10.0
5.233877551020408,108.16326530612245,10.0
5.346326530612245,108.16326530612245,10.0
5.458775510204081,108.16326530612245,10.0
5.5712244897959184,108.16326530612245,10.0
5.683673469387755,108.16326530612245,10.0
5.796122448979592,108.16326530612245,10.0
5.908571428571428,108.16326530612245,10.0
6.021020408163265,108.16326530612245,10.0
6.1334693877551025,108.16326530612245,10.0
6.245918367346938,108.16326530612245,10.0
6.358367346938776,108.16326530612245,10.0
6.470816326530612,108.16326530612245,10.0
6.583265306122449,108.16326530612245,10.0
6.695714285714286,108.16326530612245,10.0
6.808163265306122,108.16326530612245,10.0
6.920612244897959,108.16326530612245,10.0
